"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"lik[2,1,13]",0.766833057302608,0.0824437980767087,0.586075299642596,0.714396751350953,0.774157019455902,0.826525355980376,0.905413429525794,0.999961999901378,30000,0,1
"lik[3,1,13]",0.766833057302608,0.0824437980767087,0.586075299642596,0.714396751350953,0.774157019455902,0.826525355980376,0.905413429525794,0.999961999901378,30000,0,1
"lik[4,1,13]",0.832717539318245,0.0784359503705685,0.654223775269871,0.784613821036288,0.842997610093926,0.89107637100461,0.954510486669623,1.00005638850747,27350,0,1
"lik[5,1,13]",0.822659243669364,0.0813144074953629,0.639402838790899,0.772275290217617,0.832692812897632,0.882906973590961,0.951325846200175,1.00004334725859,30000,0,1
"lik[6,1,13]",0.766833057302608,0.0824437980767087,0.586075299642596,0.714396751350953,0.774157019455902,0.826525355980376,0.905413429525794,0.999961999901378,30000,0,1
"lik[7,1,13]",0.766833057302608,0.0824437980767087,0.586075299642596,0.714396751350953,0.774157019455902,0.826525355980376,0.905413429525794,0.999961999901378,30000,0,1
"lik[8,1,13]",0.816692389723001,0.0796300522703721,0.637037608763182,0.767885550329682,0.826226821454736,0.875430651915776,0.943574955647158,1.00003887358676,30000,0,1
"lik[9,1,13]",0.766833057302608,0.0824437980767087,0.586075299642596,0.714396751350953,0.774157019455902,0.826525355980376,0.905413429525794,0.999961999901378,30000,0,1
"lik[10,1,13]",0.766833057302608,0.0824437980767087,0.586075299642596,0.714396751350953,0.774157019455902,0.826525355980376,0.905413429525794,0.999961999901378,30000,0,1
"lik[11,1,13]",0.840782356366672,0.0554330648007536,0.718973780947204,0.806163654106028,0.846319528065641,0.881240302104516,0.93269211741548,1.00003322116716,30000,0,1
"lik[12,1,13]",0.838326783934891,0.0803192132315289,0.655411964841375,0.788981402298658,0.849557831599652,0.898606642151686,0.961191097728307,1.0000595310546,26412,0,1
"lik[13,1,13]",0.79136626785267,0.0691745417809741,0.640728888297627,0.747623665967949,0.797518626022675,0.841377283359174,0.908323061771872,0.999968869589089,30000,0,1
"lik[14,1,13]",0.766833057302608,0.0824437980767087,0.586075299642596,0.714396751350953,0.774157019455902,0.826525355980376,0.905413429525794,0.999961999901378,30000,0,1
"lik[15,1,13]",0.0768865030706166,0.037389810528283,0.0183615214467214,0.0486289004991995,0.0723975766620819,0.10031351174571,0.160300267323825,1.00007035374632,22461,0,1
"lik[16,1,13]",0.766833057302608,0.0824437980767087,0.586075299642596,0.714396751350953,0.774157019455902,0.826525355980376,0.905413429525794,0.999961999901378,30000,0,1
"lik[17,1,13]",0.766833057302608,0.0824437980767087,0.586075299642596,0.714396751350953,0.774157019455902,0.826525355980376,0.905413429525794,0.999961999901378,30000,0,1
"lik[18,1,13]",0.0689981327515699,0.0278466169830821,0.0236977281631928,0.0485726573021401,0.0660860662380851,0.0862598974544523,0.131325125028322,0.999989406843052,30000,0,1
"lik[19,1,13]",0.0161536235752481,0.0152010617699999,0.00111757228812139,0.00550665209173962,0.0113229464020613,0.0218515589004781,0.0576754236014786,1.00019811912769,11630,0,1
"lik[20,1,13]",0.766833057302608,0.0824437980767087,0.586075299642596,0.714396751350953,0.774157019455902,0.826525355980376,0.905413429525794,0.999961999901378,30000,0,1
"lik[21,1,13]",0.91848425910055,0.0525779496193391,0.792760541831067,0.889387244168007,0.928870145541992,0.958733220491908,0.988655423825865,1.00018579056692,12129,0,1
