"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"beta.comm.psi1[1]",-1.82965163857852,1.19268283546252,-3.83349495053325,-2.54401501326697,-1.95847475483882,-1.26193180467491,1.00292682358012,1.00137448043843,22941,1,0.9306
"beta.comm.psi1[2]",-1.44361837438803,0.571661352043138,-2.5664902449355,-1.76708977724743,-1.44187395649149,-1.12624098649147,-0.291863943842416,1.00045577051719,5809,0,0.987266666666667
"beta.comm.phi[1]",1.61536462837483,0.68311527667141,0.22004789472922,1.2904553302719,1.64887264003723,1.99501136109097,2.81389427287334,1.01367481180056,971,0,0.982133333333333
"beta.comm.phi[2]",-0.00134117702919404,0.724183158259094,-1.42434174370241,-0.408621302520452,-0.0193582867177129,0.376265769954034,1.56360680357558,1.00152554422839,2765,1,0.513166666666667
"beta.comm.gamma[1]",-3.3921828797404,1.52490506568454,-5.62442989215835,-4.29696207571586,-3.66940546805035,-2.82204262164225,0.594205666829681,1.01946024702012,450,1,0.965933333333333
"beta.comm.gamma[2]",-1.51426722612213,0.713808540727623,-2.88018295665246,-1.88975236041456,-1.51880380042326,-1.14894454143697,-0.151173934879209,1.00582999908278,6982,0,0.9803
"rho.comm[1]",-0.370191184238557,0.213544621530611,-0.811594983570258,-0.506581091682697,-0.362357219160502,-0.225297488075737,0.0256929747693465,1.00001815357238,30000,1,0.966466666666667
"rho.comm[2]",0.0786150533740533,0.151849592647995,-0.226751277767165,-0.0208438782755904,0.0794197294441714,0.180523853094689,0.374273822221453,1.00019294804523,19612,1,0.704066666666667
"eff.traits.psi[1,1]",0.295973677009305,1.02536908185523,-1.47682733827483,-0.394367225796158,0.188438971759077,0.880815823539492,2.62049572170202,1.00055778779798,3701,1,0.5841
"eff.traits.psi[2,1]",-0.167374861098977,0.49805482566199,-1.14667528060051,-0.479243880227609,-0.170992247071602,0.134366960057927,0.841372649646605,1.00025967559005,8478,1,0.6481
"eff.traits.psi[1,2]",0.468782848737798,0.741441637946655,-0.903621360284132,-0.0369652713972834,0.436762326729604,0.947078591731065,2.0144047002238,1.00119856967582,2068,1,0.731766666666667
"eff.traits.psi[2,2]",0.258193929972056,0.387922259533485,-0.507348250680987,0.00830626923203536,0.257356687698915,0.506620732585146,1.0347725183974,1.00067545769895,5550,1,0.7576
"eff.traits.phi[1,1]",0.355012526387314,0.586245603841957,-0.873336011554465,0.00453619530174298,0.378965491492573,0.732722017358105,1.46707013550325,1.00197534157997,1127,1,0.752433333333333
"eff.traits.phi[2,1]",-0.13416530302233,0.637075855673596,-1.45624996616576,-0.520544421564321,-0.11836602875081,0.2725455988955,1.08284772655211,1.00049549298406,4370,1,0.582766666666667
"eff.traits.phi[1,2]",-0.527858819250064,0.440385771568976,-1.42727783649514,-0.799544302684272,-0.516836020116876,-0.243067258244804,0.315206694916447,1.00133952172405,2704,1,0.896866666666667
"eff.traits.phi[2,2]",-0.355034960223778,0.471794742060483,-1.3731284093102,-0.642717720672731,-0.333647225605633,-0.0408458481804244,0.507109434150551,1.00095525392609,1998,1,0.779566666666667
"eff.traits.gamma[1,1]",1.44587378292675,1.11708870418035,-0.385756713076694,0.658552223994862,1.29756071776921,2.12788537926623,3.93947634634434,1.00273074051888,986,1,0.931633333333333
