"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"beta.comm.psi1[1]",-2.07676324046327,1.25484579127998,-4.22175905570808,-2.84858123716583,-2.21943247644712,-1.46832449234294,0.939508430073411,1.00046050254886,20594,1,0.939033333333333
"beta.comm.psi1[2]",-1.77109107214827,0.72702880014208,-3.11104200880075,-2.16647273391134,-1.79459625552821,-1.42073470775338,-0.299779504877363,1.00461248782185,3312,0,0.983666666666667
"beta.comm.psi1[3]",0.159523047231905,0.587293013285648,-0.96978633523428,-0.137802965578485,0.164106941532775,0.454777444926544,1.26152231869887,1.00610395416819,845,1,0.648033333333333
"beta.comm.phi[1]",1.07924708837487,0.684770620035728,-0.351172484436432,0.68060765765521,1.09686113634969,1.5010713818967,2.39218875826693,1.00129111961264,4387,1,0.9464
"beta.comm.phi[2]",-0.0746203650449085,0.909027642214463,-1.80477443105871,-0.596041641047007,-0.117399880389035,0.400480401796881,1.88436303491533,1.00408991386539,992,1,0.5647
"beta.comm.phi[3]",0.801728658836572,0.918028553719494,-0.983335980501991,0.253004548487775,0.789067673344396,1.34078263257697,2.67927174038226,1.00011238370756,30000,1,0.836
"beta.comm.gamma[1]",-3.69916187122239,1.51518476574687,-5.96638074640297,-4.63383435415544,-3.96197207033592,-3.10502100466221,0.411444579558631,1.02071473523107,223,1,0.9682
"beta.comm.gamma[2]",-2.33979115182131,0.952647224786109,-4.25505198707508,-2.87977500320694,-2.32510956997213,-1.81324747288915,-0.357285394978204,1.00124528832524,1994,0,0.982933333333333
"beta.comm.gamma[3]",-0.368778756727413,0.824577260865905,-2.0347929466999,-0.847963990041194,-0.345923589088819,0.113156009739929,1.24051157462626,1.00528735030041,456,1,0.694566666666667
"rho.comm[1]",-0.363510544054348,0.211416010065349,-0.801980122619418,-0.498653824813553,-0.355292028947892,-0.218506141812232,0.0312860689316721,1.00082010311207,2669,1,0.964266666666667
"rho.comm[2]",0.0773964426970875,0.15183328487775,-0.227905961002787,-0.0212854208233764,0.0780802302629488,0.179241904461667,0.369426428278987,1.0002124820315,23556,1,0.703333333333333
"eff.traits.psi[1,1]",0.56709844412726,1.12604012273745,-1.3520141844327,-0.205554840696254,0.438987800816615,1.23100206404296,3.13396699426809,1.0014333820734,2076,1,0.673966666666667
"eff.traits.psi[2,1]",0.0263786217430571,0.594870171229204,-1.09713637585791,-0.348347912991435,0.00592618042112159,0.37064488762029,1.30679034419727,1.00119264996975,2483,1,0.505333333333333
"eff.traits.psi[3,1]",-0.00791903615776024,0.459540962396803,-0.88440861378186,-0.298755343930898,-0.0202089287430953,0.267114781246922,0.945720943468629,1.00039138009731,6826,1,0.517966666666667
"eff.traits.psi[1,2]",0.468591153056084,0.791705842562927,-0.990271384797472,-0.0721581939858443,0.43307910964298,0.975304109275886,2.10086017435451,1.00038782695871,6344,1,0.718633333333333
"eff.traits.psi[2,2]",0.536078268280965,0.489385097686739,-0.361610420731701,0.215915819100215,0.508811990921937,0.8222673255085,1.59057060265078,1.00022501170645,15714,1,0.879366666666667
"eff.traits.psi[3,2]",0.407424605768741,0.394558969700053,-0.277652393925224,0.145281860031443,0.376302773563936,0.632675349763836,1.2858062230506,1.00123766193917,3534,1,0.867666666666667
"eff.traits.phi[1,1]",0.32894735734411,0.827151763741343,-1.33959460696346,-0.208230002204701,0.344532779280863,0.888719067960532,1.90130634794023,1.00192212936242,1678,1,0.662866666666667
"eff.traits.phi[2,1]",-0.31280303330956,0.846929221802064,-2.22774565374015,-0.781509112904601,-0.254188436437013,0.224664088761169,1.20801306995245,1.00214315315171,1132,1,0.6355
"eff.traits.phi[3,1]",0.0314350582497631,1.09020223476749,-2.11157617603703,-0.671356704736305,0.0313246034071611,0.727693390723742,2.17490693051975,1.00440574787061,758,1,0.512833333333333
"eff.traits.phi[1,2]",-0.231210396606585,0.541315829052617,-1.31935572844739,-0.575081515327518,-0.219532020974877,0.127843727432874,0.79889097587736,1.00203947623267,1194,1,0.666233333333333
