"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"lik[21,1,7]",0.0491353214822934,0.0355746115789296,0.00656616749434518,0.0228916482134822,0.040098594620982,0.0663818792812718,0.140879321010434,1.00013922838947,15906,0,1
"lik[22,1,7]",0.806143624919475,0.152312501555226,0.417942859395378,0.726320134730937,0.847309154098716,0.92408600256991,0.984365350989679,1.00005648489198,30000,0,1
"lik[23,1,7]",0.796811362010198,0.10747233169227,0.545165267690816,0.732925651042484,0.814707269179602,0.878284268673208,0.952919501410403,1.00013381851048,13897,0,1
"lik[24,1,7]",0.865238269145229,0.144315615751373,0.452372562538856,0.813415569887457,0.917822361830589,0.967588736958546,0.995815906758037,1.00024666054276,16179,0,1
"lik[25,1,7]",0.837563375006167,0.093714772415077,0.610677549835894,0.78487771957029,0.855431260947225,0.908359084489813,0.966822452652361,1.00008376144694,17894,0,1
"lik[26,1,7]",0.828464825686139,0.103843866423341,0.577062706988419,0.770137931492855,0.849566143034193,0.907628489849787,0.968976567356292,1.00007440484479,19679,0,1
"lik[27,1,7]",0.00748974749981758,0.00855948039787537,0.00034177839342621,0.00207902357366185,0.00466549474979247,0.0097692332303555,0.0312700593206744,1.00013913171477,12035,0,1
"lik[28,1,7]",0.543071923716268,0.242553905929107,0.101553535204515,0.348787174948777,0.550994637725221,0.744973993585038,0.945760188935926,1.00002589643745,27004,0,1
"lik[29,1,7]",0.965134484466152,0.0353327275219725,0.869786081316993,0.952054957059942,0.976452833167227,0.989785832345673,0.998871006481762,1.00042892758287,4468,0,1
"lik[30,1,7]",0.904211840403426,0.0728121915155786,0.714509870435691,0.871486577095251,0.923059692684852,0.957206468178302,0.988305292964313,1.00033685906007,9409,0,1
"lik[31,1,7]",0.968336440660476,0.0393701942695483,0.855952306637352,0.959137861353355,0.981922568056342,0.992782794433706,0.999120362575316,1.00045646967899,7896,0,1
"lik[32,1,7]",0.961333805913813,0.0351766529134814,0.86722837907305,0.948136774484874,0.971922543824605,0.985786000575492,0.996795177384232,1.00026417146673,8352,0,1
"lik[33,1,7]",0.992084542892282,0.0132659126363613,0.954893121353699,0.990698561688862,0.997051897997122,0.999265796407739,0.999980880400609,1.00025699922387,12021,0,1
"lik[34,1,7]",0.957068106691037,0.0535925168614034,0.805365283155626,0.944930536018599,0.976177415312582,0.9909986698179,0.99901874023847,1.00018987205755,8830,0,1
"lik[35,1,7]",0.975740289753697,0.0401756723693291,0.858933778170673,0.971386232877954,0.991704128454141,0.998160414274301,0.999967011321276,1.00093822662742,5229,0,1
"lik[36,1,7]",0.977930442887181,0.0319895122130786,0.885210114760983,0.971706777369533,0.99045322044044,0.997512991113966,0.999929252975298,1.00084894605308,5056,0,1
"lik[37,1,7]",0.989757505118822,0.0152735312965659,0.945590176328241,0.987109725508031,0.995636515889643,0.998832262042556,0.999965823084497,1.00050319690461,5908,0,1
"lik[38,1,7]",0.982013747260123,0.0228739162568838,0.917574512783414,0.975843247589768,0.990434358749821,0.996893344333808,0.999841755976316,1.00033636196237,6140,0,1
"lik[39,1,7]",0.0398519207621018,0.0384368969601969,0.00208506418301503,0.0127134121948214,0.0276053543683699,0.0543141949453986,0.144229785385876,1.00029153906483,11422,0,1
"lik[40,1,7]",0.789499123691493,0.150980886448414,0.415978642473202,0.705875713218093,0.825984320045472,0.906241315701016,0.977750412663084,1.00014514651813,21715,0,1
"lik[41,1,7]",0.98954073528876,0.019026619878351,0.935713737135935,0.988375414184323,0.996699647557173,0.999301359396122,0.99998815167289,1.00022064323482,8592,0,1
"lik[42,1,7]",0.997592032196843,0.00940871670265547,0.979104677656243,0.998964573122722,0.999877763773546,0.999990855781332,0.999999988955709,1.0017782455586,15395,0,1
"lik[43,1,7]",0.98112432120087,0.0229984575072449,0.917257997921095,0.97439343551194,0.989412172933574,0.996329676578328,0.999773293215089,1.00030395157161,6155,0,1
"lik[44,1,7]",0.987757119905096,0.0223115696700223,0.923558696940186,0.986356970206749,0.996364573677037,0.999285126527648,0.999990508238346,1.00063796644887,6518,0,1
"lik[45,1,7]",0.986809773841334,0.0257032413534777,0.912880787244453,0.986044662417755,0.996578419694652,0.999377922333277,0.999993176793263,1.00076089449558,6410,0,1
"lik[46,1,7]",0.973418197043441,0.0441917152932485,0.844719736637613,0.968961035721014,0.99081841908309,0.99796388496129,0.999960655461568,1.00119446070127,5089,0,1
"lik[47,1,7]",0.987362407491463,0.0239630652775859,0.917226824842505,0.986534997475315,0.996627849264944,0.999395728582971,0.999993039151858,1.00079882435336,6289,0,1
"lik[48,1,7]",0.985527712515627,0.035255377223074,0.886234487642524,0.988314607335857,0.997984852883495,0.999764299402431,0.999999153737157,1.00167226795594,5435,0,1
"lik[49,1,7]",0.990978334322114,0.0275336273672901,0.919250349819319,0.995039164229726,0.999419072077987,0.999957723022953,0.999999955633394,1.00218232064643,5039,0,1
"lik[50,1,7]",0.994114456111445,0.0232203845872095,0.94459933126562,0.997952437096921,0.999804694810839,0.999989147264017,0.999999992895261,1.00012720459739,13815,0,1
"lik[1,2,7]",0.0785678570308966,0.043219557549402,0.0191168276696467,0.0465222149706055,0.0702234427327782,0.101713100741426,0.185246081548195,1.00000154713997,30000,0,1
"lik[2,2,7]",0.618660707090452,0.159783338345635,0.291339129159655,0.50697620999395,0.62995969328901,0.740339628931485,0.889286859956389,1.00040253520208,5286,0,1
"lik[3,2,7]",0.269985560153358,0.109603892467012,0.101261397821612,0.188457412714242,0.255088129435762,0.3354838741823,0.521533445888637,1.00011673229972,12363,0,1
"lik[4,2,7]",0.131794594555374,0.0580014417225475,0.0412803153432319,0.0876413770505958,0.124248529220353,0.168869417276434,0.259888582769505,1.00023575101409,10058,0,1
"lik[5,2,7]",0.717070642092092,0.126443450777173,0.435920977084073,0.637151285389809,0.731960323360808,0.812088958125137,0.91876173244655,1.00022930219192,13755,0,1
"lik[6,2,7]",0.462088227098973,0.134015011931931,0.216295224804098,0.364341540235465,0.458984099613492,0.554098659161866,0.730491543443207,1.00015723729595,20061,0,1
"lik[7,2,7]",0.341459081476336,0.106486954504394,0.155178905456519,0.264445240855449,0.334014855837763,0.410892091109196,0.566813546311406,1.00012659856152,16686,0,1
"lik[8,2,7]",0.170338361412496,0.0594814784578277,0.0673473064871623,0.126387320163923,0.166683758287766,0.210750157866048,0.294809161141868,1.00021980446505,8574,0,1
"lik[9,2,7]",0.175664971556726,0.0397977970131609,0.0966790680077415,0.148181241035137,0.176487065884173,0.204108612731745,0.249884900056851,1.00008247945124,30000,0,1
"lik[10,2,7]",0.346366829240142,0.107261511987161,0.15846151117059,0.268525499466875,0.338625158075086,0.417426619957759,0.572531708843477,1.00010001642291,21448,0,1
"lik[11,2,7]",0.72548275573073,0.109119188646031,0.488064817562133,0.655947920144043,0.736130671121549,0.80672339335415,0.904942856094367,1.00021676145502,8561,0,1
"lik[12,2,7]",0.178632515238761,0.0598061568792285,0.0732434009285754,0.134751241818516,0.175419399289828,0.219615794203779,0.302044943354925,1.00020556376544,8801,0,1
"lik[13,2,7]",0.473904751819402,0.129293443959655,0.239899910344133,0.379504949042459,0.469174796173229,0.562771763030135,0.735005229900878,1.00017644387956,17470,0,1
"lik[14,2,7]",0.0571529368072991,0.0282674870438896,0.0158293375005041,0.0363620391230461,0.0525439365911248,0.0731434074962784,0.124400316251829,1.00043283012229,6085,0,1
"lik[15,2,7]",0.74522408722228,0.134284657140435,0.438062889348151,0.661391448339394,0.763545221663457,0.84873318809149,0.947177354757011,1.00005048655422,29434,0,1
"lik[16,2,7]",0.843552384871579,0.165382094910114,0.431258800886068,0.752975813507164,0.909438823640009,0.974704693980085,0.998544009212368,1.00012711702906,17365,0,1
"lik[17,2,7]",0.00280387582271474,0.00284101783924323,0.000233508466489415,0.000987711250468249,0.00192156390871981,0.00361413237891648,0.0105821860787973,1.00060620647493,16675,0,1
"lik[18,2,7]",0.812412109212958,0.137889268526786,0.456215102007575,0.745812672611235,0.846143327186149,0.914907739266788,0.97786638751131,1.00017232534686,26376,0,1
"lik[19,2,7]",0.139207325681059,0.0514555482018442,0.0533135411069201,0.101242541285534,0.134780489628974,0.172179002089772,0.251324542596082,1.00019502815566,19575,0,1
"lik[20,2,7]",0.135648404819332,0.0429428137321606,0.060056324254614,0.104387030289164,0.133241393197607,0.164494526619909,0.224845541950294,1.00010864714959,25357,0,1
"lik[21,2,7]",0.0736916529306272,0.0379244017656509,0.0197011679791713,0.0453690252857381,0.0671813353255205,0.0946040154755749,0.164300307575965,1.00033517352946,6637,0,1
"lik[22,2,7]",0.625360934230111,0.171532516559636,0.269006605273651,0.504743535638356,0.642229474440839,0.758727150956883,0.905617332020454,1.00009545856108,25578,0,1
"lik[23,2,7]",0.683531957771784,0.10815307410363,0.454473636310371,0.613059600480203,0.690923477617964,0.762851216506785,0.86903375343591,1.00034215967601,5138,0,1
"lik[24,2,7]",0.702621879031712,0.187992520700534,0.278089840944501,0.578756997417135,0.735420243821217,0.855156908614764,0.966510706753671,1.00034730504562,5492,0,1
"lik[25,2,7]",0.0608034662878285,0.0301431310118065,0.0172636141637701,0.0384947715859175,0.0558755067474934,0.0777656166441574,0.133092304140454,0.999998131354292,30000,0,1
"lik[26,2,7]",0.750515450131648,0.101301581009173,0.523604872887021,0.688131683172808,0.762353360489862,0.825349406655236,0.9129085332813,1.00005290350076,27530,0,1
"lik[27,2,7]",0.000512054605530802,0.000653995109437362,2.66899487144669e-05,0.000137639995928574,0.000302780546888201,0.000629145468702535,0.0022888369841854,1.00026205090326,30000,0,1
"lik[28,2,7]",0.666682871281008,0.231168780311967,0.195181147290147,0.490302034538068,0.699768692906775,0.868871559148422,0.985891753226954,1.00049751399535,4596,0,1
"lik[29,2,7]",0.96643971392047,0.0295323619082722,0.88809337422474,0.954044885441428,0.974656337824793,0.987563676664286,0.998069785500872,1.00017531180589,23145,0,1
"lik[30,2,7]",0.92737671239927,0.0521955002529273,0.793530432072717,0.902800429767471,0.94002478222601,0.965792758453776,0.990271650726518,1.00059005370037,10047,0,1
"lik[31,2,7]",0.968564415596868,0.0359725248907009,0.87044418535181,0.958404270668415,0.980535393324616,0.991905990131712,0.999128454206944,1.00144405254862,17894,0,1
"lik[32,2,7]",0.924137622565038,0.0483780701523926,0.802892564581199,0.900265349922113,0.934710300227185,0.959095281448376,0.985761103606184,1.00064473370213,30000,0,1
"lik[33,2,7]",0.987558411820004,0.0166704794434409,0.940458255793669,0.983933349190853,0.993540995355337,0.997923412276159,0.99989898840041,0.999990627164999,30000,0,1
"lik[34,2,7]",0.928399807324717,0.0630878774424433,0.759360281671705,0.903577824961326,0.947267384551629,0.972731428646924,0.994039229724754,1.00017347896661,14619,0,1
"lik[35,2,7]",0.983245856070744,0.0270406196648081,0.90697380267993,0.979819309878305,0.993248805514542,0.998268355450221,0.999954725116404,1.00124599767655,13267,0,1
"lik[36,2,7]",0.988314939344514,0.0173868146346507,0.940155310820089,0.985518223246981,0.994592616107225,0.998337687600089,0.999919585978816,1.00017303804163,30000,0,1
"lik[37,2,7]",0.98859285660632,0.0144412276921221,0.947806000437564,0.984969576231999,0.99370737996569,0.997859543286531,0.999874139789125,1.0000371563323,30000,0,1
"lik[38,2,7]",0.991937884415113,0.0120362644897818,0.957987706697035,0.990117144357841,0.996354943660318,0.998903284035494,0.999933829858187,1.00005565783735,30000,0,1
"lik[39,2,7]",0.85942653642721,0.121517625126152,0.53436838760989,0.804190798694411,0.894612254454402,0.950092576529212,0.991645234386989,1.00042624731981,8221,0,1
"lik[40,2,7]",0.878354839992533,0.0955481017194158,0.62833106438462,0.833955186405482,0.903143024546594,0.949173543891231,0.989010789433166,1.00044432199721,8077,0,1
"lik[41,2,7]",0.990098975042236,0.0161307982833027,0.943765368595179,0.988026884129392,0.996241433855538,0.999121595710988,0.999981980928098,1.0004361777493,22025,0,1
"lik[42,2,7]",0.994778107483988,0.0171358588519336,0.956266470797419,0.996838106330257,0.999540135541585,0.999957423069936,0.999999925406936,1.00393996628718,28324,0,1
"lik[43,2,7]",0.978282769426341,0.0221380418849999,0.917882610703598,0.97000734143781,0.985309343701021,0.993777328289629,0.999397535475955,1.00011424452688,20055,0,1
"lik[44,2,7]",0.989603585506983,0.0171811660380981,0.941001760156934,0.987546586027705,0.996147006824064,0.999137656390483,0.999984388630558,1.00077139115563,12299,0,1
"lik[45,2,7]",0.989936561760332,0.0186911447587503,0.937874190726641,0.988872335067898,0.996881279859248,0.999391691871243,0.999992148916654,1.00152017669065,10780,0,1
"lik[46,2,7]",0.992254612206619,0.0181283539810585,0.946248819947962,0.992985253890942,0.998240987959073,0.999636909152716,0.999989819517444,0.999959533792471,30000,0,1
"lik[47,2,7]",0.984780997643026,0.0229381315539007,0.918796125279397,0.981073769434561,0.993453310197607,0.998233217634769,0.999943913148712,1.00030031468964,16075,0,1
"lik[48,2,7]",0.996007050688785,0.0123118803839325,0.968091079116135,0.997242462895828,0.999503087800257,0.999940427976622,0.999999735271817,1.00645692113383,13073,0,1
"lik[49,2,7]",0.990961189406269,0.0241083634991582,0.927766926721909,0.993311136877467,0.99884241076749,0.999871783572977,0.999999625837165,1.00135384576756,23823,0,1
"lik[50,2,7]",0.991288456012465,0.0268390384864005,0.92809763431369,0.994727834118103,0.999179212722092,0.99991360891548,0.999999727136545,1.00155232150543,30000,0,1
"lik[1,3,7]",0.55600123016982,0.109778368036562,0.318680358449849,0.488600861074109,0.560523787320082,0.628048221466881,0.763481889015161,1.00014918900844,30000,0,1
"lik[2,3,7]",0.582401216074307,0.180561004280512,0.17620111971651,0.468641203299655,0.624397628030918,0.717848141489178,0.850330616354444,1.0003978900708,5790,0,1
"lik[3,3,7]",0.114844181055032,0.0468730454345526,0.039707791755701,0.0797755990420121,0.109738536450292,0.144515856973294,0.219096510935361,1.00002992972703,30000,0,1
"lik[4,3,7]",0.299847371371977,0.13288209703191,0.0761194755540655,0.199200515712261,0.292361092906453,0.389161324072326,0.577863582151534,1.00036599114305,5445,0,1
"lik[5,3,7]",0.562818870306818,0.115914832890604,0.307676324279947,0.49195268800634,0.572118200777689,0.642165841342699,0.769336659743004,1.00009095500616,30000,0,1
"lik[6,3,7]",0.0477092709036142,0.0256637942162445,0.0124293023413447,0.0289463504796088,0.0427417234481224,0.0613248742220785,0.11055699555177,0.999976965673193,30000,0,1
"lik[7,3,7]",0.0923250289209823,0.0439900170924316,0.0280436518441924,0.059558392672553,0.0849296415528239,0.118068620978616,0.196386118802233,0.99998167052368,30000,0,1
"lik[8,3,7]",0.774695047793321,0.147700928475173,0.417574298510634,0.689705197624318,0.806305984969635,0.888840326964959,0.970056486655899,1.00030819828605,8217,0,1
"lik[9,3,7]",0.364825580994326,0.107657198016138,0.175865142281599,0.286624528683096,0.358282694037686,0.435508168804992,0.590359113445306,1.00018620868343,10001,0,1
"lik[10,3,7]",0.00846583411510778,0.00631661773096918,0.00140515329115682,0.00406888080771605,0.00678075885717413,0.0110242919771212,0.025301930397121,1.0002146723186,30000,0,1
"lik[11,3,7]",0.948013695916508,0.0626082698244326,0.769836110594399,0.932907790413211,0.970087084029939,0.987771016899914,0.998320347216238,1.00006243759537,21312,0,1
"lik[12,3,7]",0.112705784173854,0.047699752682293,0.0372734065103795,0.0768637788687334,0.106979275745284,0.142880715572223,0.220205656006074,1.00001666365832,30000,0,1
"lik[13,3,7]",0.420179531042015,0.168722691524205,0.138107873830672,0.283634835542255,0.408318163603799,0.555665386062206,0.734800862186475,1.0001699247856,10995,0,1
"lik[14,3,7]",0.190618804026426,0.0444535079065898,0.101040406345719,0.160099268932311,0.192469984368662,0.223477860812646,0.270475722367264,1.00019386713499,9640,0,1
"lik[15,3,7]",0.0558354013665159,0.028038254906407,0.0164857831555975,0.0355941062781238,0.0508381977138385,0.0705264635660877,0.123486013193922,1.00010736395983,30000,0,1
"lik[16,3,7]",0.162714996222797,0.0492622650204574,0.0724450379740038,0.126887796867849,0.16116613045228,0.196814569588017,0.261789338838081,1.00030080898937,6517,0,1
"lik[17,3,7]",0.12819895789013,0.0400777391184359,0.0588984240782829,0.0987395935559907,0.125494522565868,0.154613476437961,0.213083410139297,1.00002851328404,30000,0,1
"lik[18,3,7]",0.187157521811067,0.069064121434264,0.0552702106884973,0.137967795731923,0.187633563223268,0.236595272519517,0.318815604275399,1.00002166231117,30000,0,1
"lik[19,3,7]",0.275840027825708,0.118695611058923,0.0866635176984009,0.185680354867354,0.262913620755922,0.351717726159355,0.540201773420192,1.00031437661666,6996,0,1
"lik[20,3,7]",0.0481487911957052,0.024323770648219,0.0138753463162231,0.0302812498615919,0.0436296301024917,0.0615033165614047,0.107478539932136,1.00004369895541,30000,0,1
"lik[21,3,7]",0.117164024461697,0.0489976268956794,0.0379132409571704,0.0802683184582738,0.112252724819018,0.148257016734017,0.225913440763106,1.00058392559486,3270,0,1
"lik[22,3,7]",0.488495410296344,0.20157897652023,0.115727667485427,0.334597422044314,0.491487723976939,0.644135171908444,0.853356365565569,1.00006893323047,21289,0,1
