"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"beta.comm.psi1[1]",-2.10883281923034,1.20791173367117,-4.20531634582975,-2.84390628790376,-2.2052975413566,-1.46693982615675,0.554739378394131,1.01122089976168,362,1,0.95
"beta.comm.psi1[2]",-1.98514686027516,0.82897224639104,-3.63239760994227,-2.42763897271519,-1.97717990218274,-1.57518476841581,-0.295713320392933,1.01926272630603,313,0,0.983333333333333
"beta.comm.psi1[3]",-0.284463965960696,0.879790943724864,-1.93885936868508,-0.76874726745181,-0.333051287494622,0.103445555017055,1.88759452665597,1.05685194301431,55,1,0.703666666666667
"beta.comm.psi1[4]",-0.490017092282906,0.429492041875813,-1.45877081467445,-0.715790791567476,-0.484404348522387,-0.239602223830038,0.311649868149212,1.00876150702397,2552,1,0.898
"beta.comm.psi1[5]",0.487214538729952,0.456189370261862,-0.471670423135855,0.239060395441146,0.49578691634086,0.756914870772045,1.40227316633513,1.00433567403675,472,1,0.881666666666667
"beta.comm.phi[1]",2.6705035002119,0.829981400540132,0.835448219308667,2.19692854695806,2.69099198833391,3.19937637307181,4.27974268150067,1.02181430418406,193,0,0.995333333333333
"beta.comm.phi[2]",-0.550517528357542,0.883414338953283,-2.50301024095722,-1.06106872856548,-0.552716278680509,-0.00585748710709528,1.23325554974875,1.03463190108547,70,1,0.751333333333333
"beta.comm.phi[3]",-0.684221740765343,1.03471770974239,-2.82607707549198,-1.30759511096491,-0.699579721354056,-0.0470648054634209,1.43400539395371,1.00928984332531,227,1,0.763666666666667
"beta.comm.phi[4]",-0.762283131226943,0.811375091854662,-2.42141033124865,-1.22185094291061,-0.748529981860864,-0.29889241366554,0.869256271580881,1.02460570363329,96,1,0.851
"beta.comm.phi[5]",0.188240275273626,1.44480680193661,-2.90190588583693,-0.619092243464978,0.23210630777969,0.963810709584368,3.35743391161396,1.03244483273609,67,1,0.575
"beta.comm.gamma[1]",-3.04629212711178,2.08928366116891,-5.90312805940599,-4.44497194861548,-3.56228957565401,-2.11190716973117,2.33519597073094,1.05899339527741,103,1,0.915333333333333
"beta.comm.gamma[2]",-2.48330705056438,1.05632697202608,-4.73581221437163,-3.074199234532,-2.45828309671352,-1.88595253354065,-0.162709006190095,1.00715023652502,434,0,0.982333333333333
"beta.comm.gamma[3]",-0.813946292509702,1.2695875372101,-3.47801931074047,-1.43493930813062,-0.824268931893766,-0.242427395473237,1.90175042386009,1.02082120586241,185,1,0.818
"beta.comm.gamma[4]",-0.129444562504887,0.434219371851611,-1.05329360496678,-0.383100751300731,-0.12080432037505,0.140809276429069,0.727775431496732,1.00806213726938,278,1,0.619333333333333
"beta.comm.gamma[5]",0.299416179984533,0.545697100271133,-0.796096749632017,-0.00710457302224492,0.314128165823603,0.624799688901852,1.34541456005459,1.02757506460913,2098,1,0.745
"rho.comm[1]",-0.395837254441796,0.219843707352398,-0.858898290513136,-0.535683098011097,-0.385600504359942,-0.244002273021889,0.0110873482833095,1.01087091051297,251,1,0.971666666666667
"rho.comm[2]",0.060816062088964,0.155386487129659,-0.255748993935517,-0.0377993521536672,0.0602854406718394,0.165002621433643,0.355902903049899,1.00548599302277,371,1,0.66
"eff.traits.psi[1,1]",0.0487485140802675,1.20608266235568,-1.99772122615836,-0.766378018420279,-0.0943727280889445,0.696170599135682,2.92429405213819,1.02651487653684,103,1,0.467666666666667
"eff.traits.psi[2,1]",-0.0535583419786929,0.679224743470178,-1.40903084431386,-0.48542541519075,-0.0641910179584085,0.358132927629963,1.33428293531147,1.02258838905031,93,1,0.541666666666667
"eff.traits.psi[3,1]",0.273285151332527,0.629314699803004,-1.01659936391221,-0.0987232329401269,0.279713868551524,0.650328745742198,1.51327685920855,1.02439653406127,104,1,0.691
"eff.traits.psi[4,1]",0.0339439014116375,0.357952456900223,-0.728369783592115,-0.173383354106143,0.0341809275678497,0.261847936320335,0.745206359525927,1.01205490794893,168,1,0.542666666666667
"eff.traits.psi[5,1]",0.0821016412124539,0.38977470963243,-0.730623772893259,-0.149468062119729,0.094267846662854,0.320420199734329,0.854827711760994,1.00178355120661,2840,1,0.602333333333333
"eff.traits.psi[1,2]",-0.00646716311777375,0.872151643271897,-1.57598029777908,-0.602198562021145,-0.0593793223835993,0.567081273861542,1.82848380208703,1.010811753976,191,1,0.533
"eff.traits.psi[2,2]",0.562613282495648,0.547139306843039,-0.488612628676343,0.208169961466421,0.548329790576982,0.896720556224936,1.683457288331,1.00444931083206,3000,1,0.863333333333333
"eff.traits.psi[3,2]",0.776506624362169,0.487527082528508,-0.0586655632405119,0.443717550143334,0.74784055215527,1.0523475254007,1.81449070585446,1.0110222375847,464,1,0.963333333333333
"eff.traits.psi[4,2]",0.0678177945892464,0.263414000723196,-0.442852375441313,-0.103073916299703,0.0645935074869405,0.244377901872167,0.582692783588264,1.00142663335948,1159,1,0.601
"eff.traits.psi[5,2]",0.183201090880179,0.295915650653487,-0.394828881808652,-0.0133285636591689,0.17514929368401,0.378717079525364,0.780492786845759,1.00096092767807,3000,1,0.731
"eff.traits.phi[1,1]",0.960278772587739,0.834084963523605,-0.796705875989054,0.448174124885735,0.973114792074825,1.51024042949912,2.50911367567543,1.03869915976265,83,1,0.893
"eff.traits.phi[2,1]",-0.757808041951721,1.06303012652279,-2.84084437287702,-1.4693971836341,-0.747621050795053,-0.0773526456635937,1.31544880116212,1.00217424312003,3000,1,0.773333333333333
"eff.traits.phi[3,1]",-0.695519802006844,1.07346336702291,-2.90387038225879,-1.38644597823107,-0.678814461731749,-0.00712563263415374,1.45174142228442,1.00184568622721,1557,1,0.752333333333333
"eff.traits.phi[4,1]",-0.534412381976063,0.88121470012856,-2.32117863569729,-1.07267877674282,-0.542715594738565,-0.019164842893902,1.19596891768312,1.02970002857504,76,1,0.757333333333333
"eff.traits.phi[5,1]",-0.632402326251884,1.05685580806961,-3.02933406791308,-1.2713994714304,-0.555917388286562,0.0820940102334722,1.27205875624422,1.01634863607721,181,1,0.725
"eff.traits.phi[1,2]",-0.0710293741046259,0.668433957135474,-1.4660635105008,-0.502549455201959,-0.0561644523682141,0.385028387990586,1.18808893552118,1.0089153637217,243,1,0.532333333333333
"eff.traits.phi[2,2]",-0.348238402908762,0.669841943434402,-1.78025224629057,-0.765800311623208,-0.3280650535043,0.115570756952297,0.874003717353808,1.00494754723687,3000,1,0.687666666666667
"eff.traits.phi[3,2]",-0.53406152148646,0.784654392707677,-2.12114849694766,-1.01607843028562,-0.502025310384969,-0.046382353657491,1.02869115758433,1.00768446680164,251,1,0.772333333333333
"eff.traits.phi[4,2]",-0.397020811470512,0.584741615196428,-1.5817078391782,-0.768793635600179,-0.376194972677988,-0.0140005379696334,0.719477378733996,1.00394852171667,739,1,0.758666666666667
